City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Weather Description
448,Nizwa,22.9333,57.5333,74.5,56,26,2.73,OM,scattered clouds
449,Plouzane,48.3833,-4.6167,61.12,79,100,17.27,FR,overcast clouds
450,San Pedro,14.35,121.0167,85.35,78,40,2.3,PH,scattered clouds
451,Neiafu,-18.65,-173.9833,84.88,79,75,10.36,TO,broken clouds
452,Katobu,-4.9408,122.5276,85.55,66,100,4.05,ID,overcast clouds
453,Eureka,40.8021,-124.1637,66.18,79,75,4.0,US,broken clouds
454,Asfi,32.2994,-9.2372,68.56,78,28,7.65,MA,scattered clouds
455,Svodin,47.9105,18.4997,48.13,85,10,2.08,SK,clear sky
456,Kinna,57.5073,12.6946,58.8,93,100,12.03,SE,light rain
457,Igurubi,-4.0,33.7,72.66,40,33,9.71,TZ,scattered clouds
458,Sioux Lookout,50.1001,-91.917,57.27,94,75,3.44,CA,broken clouds
459,Rio Gallegos,-51.6226,-69.2181,50.05,57,40,14.97,AR,scattered clouds
460,Hay River,60.8156,-115.7999,40.98,75,75,9.22,CA,broken clouds
461,Machinga,-15.1685,35.3,69.35,29,1,4.18,MW,clear sky
462,Camana,-16.6228,-72.7111,60.66,75,47,6.04,PE,scattered clouds
463,Jumla,29.2747,82.1838,54.34,85,9,4.25,NP,clear sky
464,Nouadhibou,20.931,-17.0347,78.78,57,95,12.66,MR,overcast clouds
465,Talavera,15.6167,120.9333,82.71,76,100,2.91,PH,overcast clouds
466,Mao,39.8885,4.2658,63.16,94,0,3.44,ES,clear sky
467,Katsuura,35.1333,140.3,75.22,83,100,18.14,JP,overcast clouds
468,Porto Belo,-27.1578,-48.5531,64.35,80,100,5.26,BR,overcast clouds
469,Garissa,-0.4536,39.6401,72.79,82,6,12.15,KE,clear sky
470,Mezen,65.8522,44.24,40.69,98,100,5.48,RU,overcast clouds
471,Nelidovo,56.2211,32.7774,40.01,96,100,4.18,RU,overcast clouds
472,Peniche,39.3558,-9.3811,62.08,90,0,9.89,PT,clear sky
473,Bollnas,61.3482,16.3946,52.39,92,100,11.34,SE,overcast clouds
474,Muzhi,65.3667,64.6667,35.47,87,98,4.14,RU,overcast clouds
475,Jalu,29.0331,21.5482,71.49,58,0,8.05,LY,clear sky
476,Roma,43.2128,-75.4557,53.67,89,100,1.16,US,overcast clouds
477,Kysyl-Syr,63.8986,122.7617,26.42,71,100,7.43,RU,overcast clouds
478,Fukue,32.6881,128.8419,73.76,78,40,13.8,JP,scattered clouds
479,Kidal,18.4411,1.4078,89.94,20,63,7.14,ML,broken clouds
480,Broken Hill,-31.95,141.4333,75.94,43,12,18.77,AU,few clouds
481,Yumen,40.2833,97.2,45.36,36,25,4.32,CN,scattered clouds
482,Saint-Louis,16.3333,-15.0,87.44,44,96,12.71,SN,overcast clouds
483,Roald,62.5833,6.1333,51.94,71,1,8.05,NO,clear sky
484,Ginda,30.6945,78.4932,56.66,64,0,6.6,IN,clear sky
485,Cacu,-18.5567,-51.1308,71.1,78,3,3.56,BR,clear sky
486,Riyadh,24.6877,46.7219,78.94,32,0,3.6,SA,clear sky
487,Surt,31.2089,16.5887,75.18,62,7,12.24,LY,clear sky
488,Kamien Pomorski,53.9685,14.7726,50.36,79,100,12.48,PL,overcast clouds
489,Candido Mendes,-1.4467,-45.7167,75.27,82,28,3.89,BR,scattered clouds
490,Santiago,-33.4569,-70.6483,56.86,60,75,9.22,CL,broken clouds
491,Saint George,37.1041,-113.5841,85.95,26,0,3.0,US,clear sky
492,Kita,13.0349,-9.4895,76.77,82,67,4.16,ML,broken clouds
493,Padang,-0.9492,100.3543,73.45,87,100,4.99,ID,heavy intensity rain
494,Effingham,32.3669,-81.3332,59.95,90,2,2.46,US,clear sky
495,Luderitz,-26.6481,15.1594,54.28,79,6,15.97,NA,clear sky
496,Maceio,-9.6658,-35.7353,71.04,94,20,3.44,BR,few clouds
497,Oranjemund,-28.55,16.4333,54.52,90,5,12.15,NA,clear sky
498,Benguela,-12.5763,13.4055,72.19,82,61,5.79,AO,broken clouds
499,Bambanglipuro,-7.95,110.2833,79.16,79,100,8.16,ID,overcast clouds
500,Vila Velha,-20.3297,-40.2925,73.35,92,75,8.99,BR,moderate rain
501,Strezhevoy,60.7333,77.5889,36.14,93,100,7.47,RU,overcast clouds
502,Majene,-3.5403,118.9707,82.6,76,99,2.75,ID,overcast clouds
503,Angoche,-16.2325,39.9086,70.47,79,0,7.02,MZ,clear sky
504,Severo-Yeniseyskiy,60.3725,93.0408,29.97,76,100,11.32,RU,overcast clouds
505,Karad,17.2833,74.2,72.0,77,100,3.67,IN,overcast clouds
506,Kamenka,51.3223,42.7678,51.12,89,54,9.08,RU,broken clouds
507,Pangody,65.85,74.4859,35.56,83,100,14.63,RU,overcast clouds
508,Leh,34.1667,77.5833,42.91,55,2,4.0,IN,clear sky
509,Ovalle,-30.5983,-71.2003,54.36,68,9,2.55,CL,clear sky
510,Beringovskiy,63.05,179.3167,43.27,74,94,15.08,RU,overcast clouds
511,Nha Trang,12.25,109.1833,80.6,80,56,3.91,VN,broken clouds
512,Sindor,62.8629,51.8905,44.73,97,96,5.14,RU,overcast clouds
513,Puerto Carreno,6.189,-67.4859,79.3,81,100,4.97,CO,moderate rain
514,Havoysund,70.9963,24.6622,43.03,79,9,17.85,NO,clear sky
515,Minden,52.2833,8.9167,55.62,78,75,9.22,DE,broken clouds
516,Fare,-16.7,-151.0167,78.3,71,10,25.41,PF,clear sky
517,Praya,14.9215,-23.5087,79.32,80,98,4.41,CV,overcast clouds
518,Ingham,42.6,-84.3833,57.15,68,0,0.0,US,clear sky
519,Port Blair,11.6667,92.75,81.12,79,100,5.61,IN,overcast clouds
520,Puro,12.4841,123.3827,83.68,76,91,7.72,PH,overcast clouds
521,Melfort,52.8667,-104.6177,61.81,52,36,4.65,CA,scattered clouds
522,Dobris,49.7811,14.1672,46.2,91,96,4.65,CZ,overcast clouds
523,Yuzhno-Kurilsk,44.0306,145.8556,54.7,63,40,19.98,RU,scattered clouds
524,Camacupa,-12.0167,17.4833,65.1,48,11,2.3,AO,few clouds
525,Outjo,-20.1167,16.15,65.73,31,0,5.57,NA,clear sky
526,Bonthe,7.5264,-12.505,77.0,88,100,4.61,SL,overcast clouds
527,Bama,11.5221,13.6856,76.3,71,95,7.0,NG,overcast clouds
528,Opuwo,-18.0607,13.84,66.38,40,0,2.82,NA,clear sky
529,Vila,42.0304,-8.1588,49.08,54,0,3.29,PT,clear sky
530,Kez,57.8979,53.7152,44.04,56,100,8.66,RU,overcast clouds
531,Mmathubudukwane,-24.6,26.4333,77.09,35,27,11.81,BW,scattered clouds
532,Novosergiyevka,52.0934,53.6528,46.74,29,100,11.61,RU,overcast clouds
533,Egvekinot,66.3167,-179.1667,27.0,76,75,5.28,RU,broken clouds
534,Kiama,-34.6833,150.8667,61.57,82,100,5.99,AU,light rain
535,Aswan,24.0934,32.907,81.93,27,8,10.13,EG,clear sky
536,La Romana,18.4273,-68.9728,77.95,88,100,7.85,DO,overcast clouds
537,Ibra,22.6906,58.5334,71.49,76,13,3.71,OM,few clouds
538,Cockburn Town,21.4612,-71.1419,83.28,76,99,5.82,TC,overcast clouds
539,Colac,-38.3333,143.5833,54.18,73,100,13.42,AU,light rain
540,Barranca,-10.75,-77.7667,60.3,81,31,9.08,PE,scattered clouds
541,Paciran,-6.8767,112.3761,80.26,76,100,9.84,ID,overcast clouds
542,Viedma,-40.8135,-62.9967,53.58,86,95,13.47,AR,overcast clouds
543,Tonj,7.2737,28.6822,68.32,95,40,2.73,SS,scattered clouds
544,Jurm,36.8648,70.8342,49.33,51,0,0.45,AF,clear sky
545,Wanaka,-44.7,169.15,40.57,67,90,8.55,NZ,overcast clouds
546,Praia Da Vitoria,38.7333,-27.0667,70.75,88,91,7.85,PT,overcast clouds
547,Watertown,42.3709,-71.1828,56.37,94,100,8.01,US,overcast clouds
548,Broome,42.2506,-75.833,51.19,81,100,3.0,US,overcast clouds
549,Chumikan,54.7183,135.315,37.26,42,100,18.12,RU,overcast clouds
550,Los Angeles,34.0522,-118.2437,89.87,69,0,3.0,US,clear sky
551,Boende,-0.2167,20.8667,71.17,91,100,1.77,CD,overcast clouds
552,Pisco,-13.7,-76.2167,59.02,82,1,4.0,PE,clear sky
553,Trincomalee,8.5711,81.2335,79.83,79,100,16.71,LK,overcast clouds
554,Tessalit,20.1986,1.0114,87.98,17,21,6.17,ML,few clouds
555,Pleasanton,37.6624,-121.8747,82.33,61,8,5.99,US,clear sky
556,Isabela,6.7085,121.9711,85.14,71,91,7.54,PH,overcast clouds
557,Shihezi,44.3,86.0333,49.06,34,58,2.59,CN,broken clouds
558,Urumqi,43.801,87.6005,40.15,56,0,2.24,CN,clear sky
559,Poronaysk,49.2167,143.1167,44.04,41,6,15.1,RU,clear sky
560,Shieli,44.1667,66.75,49.93,27,0,14.41,KZ,clear sky
561,Shu,43.5983,73.7614,49.5,45,36,3.29,KZ,scattered clouds
562,Nguru,12.8791,10.4526,84.49,52,100,8.37,NG,overcast clouds
563,Cooma,-36.2333,149.1333,45.57,96,100,10.38,AU,light rain
564,Wuhu,31.3366,118.3755,59.45,57,100,12.46,CN,overcast clouds
565,Marondera,-18.1853,31.5519,56.5,55,0,4.79,ZW,clear sky
566,Nanakuli,21.3906,-158.1547,83.03,69,29,9.37,US,scattered clouds
567,Vicksburg,32.3526,-90.8779,64.63,91,0,0.0,US,clear sky
568,Veracruz,19.3333,-96.6667,69.28,96,74,0.69,MX,broken clouds
569,Marsa Matruh,31.3525,27.2453,74.32,66,98,11.36,EG,overcast clouds
570,Katherine,-14.4667,132.2667,88.12,48,3,8.05,AU,clear sky
571,Pochutla,15.7432,-96.4661,80.82,88,6,3.85,MX,clear sky
572,Vila Franca Do Campo,37.7167,-25.4333,70.2,92,39,4.16,PT,light rain
573,Lianran,24.9227,102.485,63.88,86,76,3.06,CN,broken clouds
574,Ust-Kulom,61.6864,53.6902,45.64,75,92,4.32,RU,overcast clouds
575,Yar-Sale,66.8333,70.8333,37.74,73,100,10.54,RU,overcast clouds
576,Qorveh,35.1664,47.8045,53.51,26,0,1.61,IR,clear sky
577,Alice Springs,-23.7,133.8833,74.75,46,0,4.61,AU,clear sky
578,Lahan,26.7296,86.4951,75.04,86,100,3.42,NP,overcast clouds
579,Terme,41.2092,36.9739,61.52,93,100,1.25,TR,light rain
580,Lebanon,36.2081,-86.2911,64.13,68,0,0.0,US,clear sky
581,Bafoulabe,13.8065,-10.8321,79.81,82,23,3.29,ML,few clouds
582,Kajaani,64.2273,27.7285,39.25,100,100,1.14,FI,overcast clouds
583,Changli,39.7042,119.1506,51.75,26,6,4.63,CN,clear sky
584,Limbe,4.0242,9.2149,75.65,87,100,1.54,CM,overcast clouds
585,Kavieng,-2.5744,150.7967,84.38,68,68,17.83,PG,broken clouds
586,Dire,12.2833,-10.9667,75.45,94,38,2.98,ML,scattered clouds
587,Muros,42.7762,-9.0603,54.09,95,2,3.51,ES,clear sky
588,Harper,4.375,-7.7169,76.33,92,100,7.56,LR,overcast clouds
589,Fatehabad,29.5167,75.45,74.84,70,0,5.12,IN,clear sky
590,Weligama,5.9667,80.4167,78.13,85,100,12.28,LK,overcast clouds
591,Tura,25.5198,90.2201,72.16,92,100,2.53,IN,overcast clouds
592,Geraldton,-28.7667,114.6,63.01,82,100,11.5,AU,overcast clouds
593,Ajaccio,42.0,8.9167,53.58,94,0,4.61,FR,clear sky
594,Sengiley,53.9622,48.7944,49.12,66,100,12.86,RU,overcast clouds
595,Saquarema,-22.92,-42.5103,67.89,90,100,6.17,BR,light rain
596,Ulundi,-28.3352,31.4162,61.41,83,100,2.73,ZA,overcast clouds
597,Shetpe,44.1667,52.1167,57.47,16,5,14.14,KZ,clear sky
598,Rach Gia,10.0167,105.0833,80.83,86,94,10.74,VN,overcast clouds
599,Calvia,39.5657,2.5062,66.67,82,4,4.0,ES,clear sky
600,Acari,-15.4311,-74.6158,63.99,69,24,3.76,PE,few clouds
601,Castrop-Rauxel,51.55,7.3167,55.74,82,100,1.01,DE,overcast clouds
602,Berbera,10.4396,45.0143,86.36,72,85,5.88,SO,overcast clouds
603,Baykit,61.67,96.37,29.12,84,99,5.26,RU,overcast clouds
604,Maldonado,-34.6667,-54.9167,52.23,93,0,6.38,UY,clear sky
605,Kuito,-12.3833,16.9333,61.05,59,5,3.29,AO,clear sky
606,Key Largo,25.0865,-80.4473,80.98,70,17,10.07,US,few clouds
607,Shingu,33.7333,135.9833,78.91,76,70,5.88,JP,broken clouds
608,Senanga,-16.1167,23.2667,68.38,25,0,4.41,ZM,clear sky
609,Itoman,26.1247,127.6694,86.02,70,20,9.22,JP,few clouds
610,Dolgoye,52.8,37.2167,44.96,91,100,13.44,RU,overcast clouds
611,Inhambane,-23.865,35.3833,74.44,76,75,6.33,MZ,broken clouds
612,Tabou,4.423,-7.3528,76.24,92,100,7.25,CI,overcast clouds
613,Kovdor,67.5662,30.4758,37.71,97,100,3.49,RU,overcast clouds
614,Santa Maria,-29.6842,-53.8069,56.5,67,0,5.75,BR,clear sky
615,Canora,51.6333,-102.4343,64.42,52,16,4.5,CA,few clouds
616,Belmonte,-15.8631,-38.8828,74.41,80,15,10.74,BR,few clouds
617,Byron Bay,-28.65,153.6167,70.95,54,100,8.08,AU,overcast clouds
618,Heihe,50.2441,127.4902,37.98,38,3,11.83,CN,clear sky
619,Lasa,46.6166,10.7002,55.04,49,13,1.88,IT,few clouds
620,Hervey Bay,-25.2986,152.8535,72.01,60,100,5.99,AU,overcast clouds
621,Umba,66.6871,34.3429,42.76,96,100,2.59,RU,overcast clouds
622,Rye,40.9807,-73.6837,58.21,86,100,13.8,US,mist
623,Piacabucu,-10.4056,-36.4344,73.72,79,7,8.41,BR,clear sky
624,Santiago De Cao,-7.9589,-79.2392,60.94,86,29,12.5,PE,scattered clouds
625,Dongargaon,20.9667,80.85,72.72,97,99,6.17,IN,overcast clouds
626,Isfana,39.8386,69.5306,45.16,39,0,2.44,KG,clear sky
627,Talnakh,69.4865,88.3972,33.21,99,100,1.41,RU,light snow
628,Vestmanna,62.1564,-7.1664,47.32,81,100,21.85,FO,light intensity drizzle rain
629,Ardakan,32.31,54.0175,72.64,21,0,6.76,IR,clear sky
630,Yongchang,30.0381,119.7317,61.0,82,100,7.05,CN,overcast clouds
631,Kintinku,-5.8833,35.2333,68.47,56,100,4.92,TZ,overcast clouds
632,Soloneshnoye,51.6544,84.3197,29.86,89,52,4.83,RU,broken clouds
633,Nakusp,50.2499,-117.8023,69.42,46,100,1.86,CA,overcast clouds
634,Buzdyak,54.5833,54.55,45.99,36,100,11.88,RU,overcast clouds
635,Conceicao Do Coite,-11.5639,-39.2828,68.59,77,4,11.03,BR,clear sky
636,Lake City,30.1897,-82.6393,64.85,72,0,3.44,US,clear sky
637,Pierre,44.3683,-100.351,62.55,59,90,6.98,US,light rain
638,Araouane,18.9048,-3.5265,91.27,13,0,4.38,ML,clear sky
639,Halifax,44.6453,-63.5724,56.21,91,100,6.13,CA,overcast clouds
640,Patitirion,39.15,23.8667,60.37,53,2,16.53,GR,clear sky
641,Den Helder,52.9599,4.7593,62.58,89,100,24.0,NL,overcast clouds
642,Ahmadpur East,29.1431,71.2598,79.66,39,2,8.3,PK,clear sky
643,Qurayyat,31.3318,37.3428,75.47,54,0,9.08,SA,clear sky
644,Kariba,-16.5167,28.8,76.26,37,0,4.32,ZW,clear sky
645,Los Llanos De Aridane,28.6585,-17.9182,77.13,59,0,5.99,ES,clear sky
646,Rancho Veloz,22.8806,-80.3917,74.91,69,18,6.69,CU,light rain
647,Ruwi,23.5996,58.5507,82.27,53,4,5.66,OM,clear sky
648,Valladolid,41.5833,-4.6667,59.29,61,0,2.84,ES,clear sky
649,Shache,38.4167,77.2406,51.71,29,37,4.27,CN,scattered clouds
650,Peque,7.0212,-75.9093,66.6,98,100,1.77,CO,overcast clouds
651,Kodinsk,58.6881,99.1844,26.73,85,31,4.54,RU,scattered clouds
652,Bara,10.3744,10.7288,73.11,93,89,5.28,NG,overcast clouds
653,Shellbrook,53.2168,-106.4011,61.05,48,6,8.72,CA,clear sky
654,Alekseyevskaya,50.2896,42.1845,55.81,89,1,6.62,RU,clear sky
655,Vao,-22.6667,167.4833,68.72,59,2,7.78,NC,clear sky
656,Villazon,-22.0866,-65.5942,49.66,37,4,4.79,BO,clear sky
657,Galle,6.0367,80.217,78.37,86,100,12.33,LK,overcast clouds
658,Kutum,14.2,24.6667,73.8,55,28,5.26,SD,scattered clouds
659,Lakes Entrance,-37.8811,147.981,58.15,62,100,18.95,AU,light rain
660,Yokadouma,3.5167,15.05,68.29,99,100,1.23,CM,overcast clouds
661,Guanambi,-14.2233,-42.7814,79.97,42,15,7.29,BR,few clouds
662,Danilovka,50.3557,44.1168,54.45,93,100,7.02,RU,overcast clouds
663,Senno,59.5336,33.9167,41.27,94,100,4.88,RU,overcast clouds
664,Grindavik,63.8424,-22.4338,43.27,81,100,23.02,IS,light intensity drizzle
665,Bucerias,20.75,-105.3333,82.38,78,100,6.91,MX,thunderstorm
666,Carupano,10.6678,-63.2585,79.02,86,80,3.71,VE,broken clouds
667,Shambu,9.5667,37.1,50.23,91,91,1.14,ET,light rain
668,Gizo,-8.103,156.8419,86.04,60,100,8.79,SB,overcast clouds
669,Monforte De Lemos,42.5216,-7.5142,67.57,54,0,2.21,ES,clear sky
670,Ola,59.5833,151.2833,30.15,78,100,9.22,RU,overcast clouds
671,Hanmer Springs,-42.5167,172.8167,39.45,84,94,6.08,NZ,overcast clouds
672,Okhotsk,59.3833,143.3,34.02,50,100,15.32,RU,overcast clouds
673,Willmar,45.1219,-95.0433,64.42,72,100,3.44,US,overcast clouds
674,Sumbe,-11.2061,13.8437,72.36,87,100,6.22,AO,overcast clouds
675,Port-Cartier,50.0334,-66.8654,46.74,94,100,4.07,CA,overcast clouds
